scenario,bucket,ood_bucket,demand_scale,capacity_scale,off_proposals,off_candidates,off_applied_off,off_applied_on,off_masked_on,internal_forced_noop_off,internal_forced_noop_on,masked_pct_on,energy_mean_off,energy_mean_on,dropped_mean_off,dropped_mean_on,norm_drop_mean_off,norm_drop_mean_on,avg_path_latency_ms_mean_off,avg_path_latency_ms_mean_on,lat_tol_ms_used,norm_drop_tol_used,dropped_tol_used,lat_ok,norm_drop_ok,dropped_ok,safety_ok,stress_mask_ok,stress_reason_ok,ood_off_candidates_ok,ood_off_masked_ok,mild_off_applied_ok,pass,mask_reason_counts_on,internal_noop_reason_counts_off,internal_noop_reason_counts_on
normal,mild,0,1.0,1.0,58,58,19,0,58,39,0,100.0,0.29722777777777765,0.30444444444444435,5259.662127365406,5245.037253980537,0.48507312131665004,0.48371735717817144,14.189302235062957,13.996251737508013,2.0,0.002,5.0,1,1,1,1,1,1,1,1,1,1,"{""qos_bound"": 58}","{""qos_guard"": 39}",{}
normal,stress,0,1.4,0.8,58,58,16,0,58,42,0,100.0,0.2976888888888888,0.30444444444444435,5790.398590781213,5771.83202540665,0.5340049401587469,0.5322880237306903,14.133032307724463,13.948454135738938,2.0,0.002,5.0,1,1,1,1,1,1,1,1,1,1,"{""qos_bound"": 58}","{""qos_guard"": 42}",{}
normal,extreme,1,1.8,0.7,58,58,14,0,58,44,0,100.0,0.2979222222222222,0.30444444444444435,6086.336266933561,6065.828022230819,0.5612940249744228,0.5593985648599651,14.090738015435583,13.909124907844662,5.0,0.005,15.0,1,1,1,1,1,1,1,1,1,1,"{""qos_bound"": 58}","{""qos_guard"": 44}",{}
burst,mild,0,1.0,1.0,58,58,8,0,58,50,0,100.0,0.29923333333333313,0.30444444444444435,17700.495093337388,17591.65669199154,0.6098829388946161,0.6062112996763911,13.767390831772692,13.648623583758557,2.0,0.002,5.0,1,1,1,1,1,1,1,1,1,1,"{""qos_bound"": 58}","{""qos_guard"": 50}",{}
burst,stress,0,1.4,0.8,58,58,6,0,58,52,0,100.0,0.3005777777777777,0.30444444444444435,19076.601894512212,18984.298686926566,0.6573353053558048,0.6542214772147379,13.644828815537023,13.561435752841964,2.0,0.002,5.0,1,1,1,1,1,1,1,1,1,1,"{""qos_bound"": 58}","{""qos_guard"": 52}",{}
burst,extreme,1,1.8,0.7,58,58,6,0,58,52,0,100.0,0.3005777777777777,0.30444444444444435,19848.239157698186,19760.736351060747,0.6839424791499488,0.680990591465253,13.587221384331826,13.50528912658271,5.0,0.005,15.0,1,1,1,1,1,1,1,1,1,1,"{""qos_bound"": 58}","{""qos_guard"": 52}",{}
hotspot,mild,0,1.0,1.0,58,58,14,0,58,44,0,100.0,0.2992555555555553,0.30444444444444435,9401.312332861286,9393.217055625979,0.6564468818724556,0.6558377721336648,15.22990377209663,15.142364333569523,2.0,0.002,5.0,1,1,1,1,1,1,1,1,1,1,"{""qos_bound"": 58}","{""qos_guard"": 44}",{}
hotspot,stress,0,1.4,0.8,58,58,13,0,58,45,0,100.0,0.29970555555555534,0.30444444444444435,10041.53931294592,10036.058088945229,0.7013611778925799,0.7009451104760959,15.170261924275623,15.097927092046316,2.0,0.002,5.0,1,1,1,1,1,1,1,1,1,1,"{""qos_bound"": 58}","{""qos_guard"": 45}",{}
hotspot,extreme,1,1.8,0.7,58,58,9,0,58,49,0,100.0,0.3011166666666666,0.30444444444444435,10385.476168191317,10381.638327827075,0.725428399477599,0.7251852113241178,15.101161707403188,15.061773228967958,5.0,0.005,15.0,1,1,1,1,1,1,1,1,1,1,"{""qos_bound"": 58}","{""qos_guard"": 49}",{}
